77DaFCJ2a8HsuDpa9vrURjdTK5PAR4pAme51WnLNCTkh,6582z9XVGY6oJ9VBniaVxzyTugxxWdurAUu4jF1GSQBeaAeJ3PTc5UE96yBXgnGkUkFGHyjNtv7rNcYnkGgcDJkx,0,aver,2023-05-14T21:29:04.000Z
9ZAonU5pbJWt8VxXwusUVFUwY5aMZTmcQtmyLoJQFB6z,3Z1SQBvmRU2zu3jpbZhQA1J3Ua7A48ghJNLwUJk6cJJBfUhjG98ojcpbotSWhtqJZSJVRTJxfvH9Q29azWAGUapw,0,aver,2023-05-14T15:28:47.000Z
CE6RHc2NoVSgWN6kcc54Co6hfSSY19MJpZdAvXkF4Utk,3tKw8yeuGH11hhREoVJKz81rVtg7QZjS38yxJ1XJYKjBkC38qgcs7Kg7XZUjLhmxEdBuK2YhQMXLKsc2Ztegsetj,0,aver,2023-05-14T13:50:01.000Z
EGnae4vAmDb4Q3Tj6BDT27Bpp5zMKVXN3gS3oXmcJnd5,hYDmZcFfZV778rPnoj1mv4EMTWZK4QWb4FV9fhsTJRX17ijt9FbqwAWJeT7PHBPrMJseLFQzL9t73chz2zef7xL,0,aver,2023-05-14T13:05:30.000Z
AgScCEWcKTXRxa79esLbESEKbwFTURntRB6LPCREZ8Yw,52z4RCPHrBXSLkFXQdpfMRRHE2uwwg4x9uzfX5yGhJ3sgCGj77KDHeEoMiSwqne4gyX7i9kCASHXqyza5xZYqYeX,0,aver,2023-05-14T11:38:53.000Z
fEDwzyvHGK8bA4mnTNPCvVncZYSx6oVes3X9m1BCPe2,5Tx46p5qjXch68woDnSpcC7iDoVzmqfaP4CbXMwZt86XV4aE4e5SpV2YvEoQCSiZYpGcgGtEKW3uUTi4YfAgdvuP,0,aver,2023-05-14T12:32:06.000Z
DmLWjWvFr9goJQEA2jpW11mpQ2k8nrn7RmCvYzemZKuR,3aM7HMKns5UqLPpJ6Vb8cjtPp5KkxW99EYEAj17v2xsmTJ6eHkzXTWYBwwMrDNJDWtLYedDDkfZGSRELsFUFV3hK,0,aver,2023-05-14T08:37:20.000Z
8hVb3kunjQTrz3fPw89JqEgaBN7FRRSkg2LNvkxv8AR4,2vCMKPD8pweHbnMi232yve8y41oiJRVtHg5Qw548kYCFQkoVHQ5YivzKN7rAvSK7UPPkNmwZkYSMYL8ryudFgVMP,0,aver,2023-05-14T07:16:43.000Z
Di1n56Xy6a8YuDLCkfigjFtFfmFNyZR4XxLr9EeKHzKA,2SijXUqaQ473SDu1m8NJftrViTxLWZ1v7DAypMKG5QisYL1sH9Sc8H9VtUBbKe2q94QhSEzKM8meHcTxX2AesY8,0,aver,2023-05-14T06:03:14.000Z
98itoCb1ReEVDGHK5ysRxdPRgoeR7hNENEvEkAuW3J3u,4PehRBbjcRywtQavpk8ZhH4Nhf4mPWocnQEb51eAmGNoQ4PANrVZA8cPQZHkXHkthCkMNvofzKYxPPQaV3pakMog,2,aver,2023-05-13T19:19:30.000Z
5SRuCf95tEkpEMDiWLFiziLAvDhEhckPKXp6esQ9HZhG,Ed4brExuftWVE31ppzSeoia1ng2D6RwA9wdmfZZRxSoBSB46frALdY6Dhuyzgdf3DpM3sBSxV6MGG5u4ET7YJBe,1,aver,2023-05-13T19:12:13.000Z
8D53QRYNmtorDGBZEg5UvQxae5M6W59EbLbv2RxuQHd8,2fGfbaiNf1f1QP7inZhGwyPqvCcj51jx2uo6YNCwWP89xGr9ixqoy4ixYgyh8NWa636TK4qb9qeGEwkW8nshYxz6,2,aver,2023-05-13T18:31:05.000Z
4ahBsfYcQqVgU6EarB2z7dKgWXr7sjTGwt3G5sojb7vq,37Md4nAN8PxYukjMcxb3HLzGRCmAWC6VMa9JCz3h9s7mHiMj7RXWzoGEzBKNKY2jC9SBjtXm78XJzmKgExYb2dAD,2,aver,2023-05-13T14:51:42.000Z
7zZHjmiz9qvsVhLCcq1RgXMWsBAFrpEDEZJqNeKvPw21,5ormdx8LhnSnkVaaZNbAHMc9UfcVLGSpF9PtjxgUKUh9U7byNd6QqAXdU2fkvdoXVEAtbb21iozTbSg3D6YPHh4w,1,aver,2023-05-13T11:25:53.000Z
BbyA2R4GpQobm8as77yR8QHX2rj3bsjuJQ2ua8FtnMtW,3MVfWKH5xG1Yf9yu1UfpZcNDJ3KfCSj9gPfGDdP8XadyJfZeafNojmoXxXXEdhndXLj8PkoxUgYp3bLygDwYZVgD,2,aver,2023-05-13T08:09:57.000Z
3S85CM5RGjaphdUtwi1tXquJypevtZHWKTtdRzp5rLtc,5LkGRY4hdnoYHUp6vikSWQhZYTHyQbfgcC8AWCXzUjVvEvue9Yp1BEhmu6U7Jsv71ZXVEKpEnLNqMV8aW2gYFo6p,0,monaco,2023-05-14T19:17:24.000Z
3nbrWSUPunSGTkWr8SG9VmqWHCeQRKUrDsFzi9q5YD3U,43FRngXqPdHZiJ21CuPMqoGq3RQgqJXQsnuKFm65Cr3r9Ru9QYE18HfdXxydoHdMf9Jvp2L7bnwcqGk8Bvgw7i6m,0,monaco,2023-05-14T18:44:57.000Z
Kboe44rtk4tsj1Ebb9rJi1gca9CnG9h8nQzHeDsjvqW,3xRbPwynP957AqWmZWKVdgdckD9EBSnpUUNNg4kBxp5EcMrGinjuQ4rdjhapnGtDTBactM83oLZ2HXj39LVJzCrp,0,monaco,2023-05-14T18:22:57.000Z
EXYkwTKHUkxEhK8uwCoC9uLg8nb1RikWQXVnxc9NC7eP,4q4k2KQh1v1QmpN9WCe6LooAMWSVh7skjRGuT77zu8UV8SCj5qpgJkkE55dcCPmd5ygWZQt3EVCFWCUTZfxJgxB5,0,monaco,2023-05-14T18:36:02.000Z
8JieC6WcmjUeScDp4kzqfPhJv8xncqrccSvUQNZu9v5c,4G8WHks2j2r3SHvkpjQoeVyNUyGtNs5dwvDDYr7gUopcM1WGzUotSoQND2rpewfpR9ZvRfcDSoXUQdv3apu5ubEu,0,monaco,2023-05-14T18:11:48.000Z
2MHfnoMBiS2sZ1YDHhMmgVqqXSPk7VYKEs7oUqGEYToU,4c4Kexe1wyBVsSvReevqdXh84Eqz7rh3kRnjpqzAKQmEqpfvKZsawRCvAofmyi3iDJLabKEYn2owvH76juBZ4rVM,0,monaco,2023-05-14T16:57:58.000Z
GLUXxQH8P6zR5WERq7HWyfqKXQBwNf8ar4trt9W1uK7m,5qUwWaWCETSjRhemuMVrb6TNhsHehs9bSak23rYg1iJguB68EgSfeM6DWk9V4vRKMcJfM8UEBghzZFF1SH7FjouM,0,monaco,2023-05-14T16:37:55.000Z
GFAoGVRPmcoB5rM9g7i1nZ3p6voEN2zsi7Wpu6FxP3vo,4QDDkjJdqqnFpGunUooKj4SvWYbKPDSJbj4QtVAoDapcGuBapnEK3TBkGtZ56TFC8uDyhRAfjKf9RvJNAx1gzZNf,0,monaco,2023-05-14T16:28:22.000Z
6ofqHD6DPsyeqNnzSyk7ksWfjX4GWP2LiRWNvV3JDDDM,vzBhfh6WU3Xnd5YqNKwWjPHXgei771ws6LFfHShUw3PfZcSUmK51A5NKedQ9p6eh8xGN2JhqGZay6rMR5ZU5J6w,0,monaco,2023-05-14T15:50:12.000Z
BrN9emU27QrYoDg1b7dvemUbKhrjwxPCum4dDAkbkJp,2ZpdnXTfaMZZHwZ4o13QaQTBaEjSiTGnu7idxTEH7KVpkLB4UdnbuJYijv3G464ydEGivyJY4eYPeGQ8J3hUuT3P,0,monaco,2023-05-14T13:05:17.000Z
HJnZqRG43w2CRkRi4Laa7imRADviy78AKivdQNijouee,Vgja72q3sDuWuPZrQbLEJgwTKgYiQuCXTZgEyb4EPbNcBfATNj1M1MHzDYYje9j9jpM1Zvv48eX7uhyqYkLyNVh,0,monaco,2023-05-14T12:51:43.000Z
J9VuUnxjCfwEo1T72XwUfjfCPCEU3RpfhEpyQbmRzKwf,4JfFcLunFAsJLm1JJJqFFeVQoeBqXwT56RSgmq3EFj8bn8wxCUMZ6Z6cQ89x1hAmJGTYB9QkXgQxSXJE8tmmwLiV,0,monaco,2023-05-14T12:31:31.000Z
2oDHsYTX1VwQHHVnoQXtzn3jHRL6s5cQJT7YzEaghr7Y,3S4vTyZsVbbnardyvqP2PqgdQMZMF7eqvUUFm3Wp3gkPJWQ5KRNEwzAu28gFdXckrWRKXdmEAPNyadAD2bNpFarG,0,monaco,2023-05-14T12:47:22.000Z
2ffisqLA4ThwXLqNMjFLjMhkr6E2xQnnZ2MDPigGz3S5,aDCThqXp7e3WQToYj46afnsDcmGcd4WfPgBqkARJmz2oTrWQu7gs1Tmh9f3WQJW1HLrG6f3aukHPFvuDgFUZq5s,0,monaco,2023-05-14T11:04:09.000Z
HowTGeirvAoEcCgxDnRN5BixAH6zkLXyuU2HLMf3sfCD,4WjahUTv97DLCef5nrUza1btZZCdfaABQ3JnMkYAgjmd8JmrkWgxCikW1aj34xZH5CbbYHUTDVcKSker7gYHk9Jy,0,monaco,2023-05-14T10:36:04.000Z
CNoAghJk7UqTk9CirsSzRfxyrVyUK8xqFiNdArh7MkCZ,2omnX3Yc7ZBzqaXWna2CzXgDdqbfgsM81L9EGAfGkbxfKcVKAtC3HxpGJZ6iQRkWpq5Lg5WJUjg5WgwvJu8dM52,0,monaco,2023-05-14T10:24:24.000Z
8QrviSr1nt1DKzPgByDPhwPga2pB3uKpLQXKYapru1kA,2By45hpnM8Ww9FeswEXmXp1kJZLJKv5h68DB8GuwafgKVAf8WwRNofD3yJVX5G2F24PaL83Up7yxo6msS49x8ANw,0,monaco,2023-05-14T09:58:49.000Z
